name,init_E,opt_E,N_atoms,mean_displacement_A,max_displacement_A,mean_abs_charge_diff,max_abs_charge_diff,cell_00_0,cell_01_0,cell_02_0,cell_10_0,cell_11_0,cell_12_0,cell_20_0,cell_21_0,cell_22_0,cell_00_1,cell_01_1,cell_02_1,cell_10_1,cell_11_1,cell_12_1,cell_20_1,cell_21_1,cell_22_1,volume_0,volume_1,LCD_0,PLD_0,LFPD_0,density_0,VF_0,PV_0,LCD_1,PLD_1,LFPD_1,density_1,VF_1,PV_1,f-sbu-chi-0,f-sbu-chi-1,f-sbu-chi-2,f-sbu-chi-3,f-sbu-Z-0,f-sbu-Z-1,f-sbu-Z-2,f-sbu-Z-3,f-sbu-I-0,f-sbu-I-1,f-sbu-I-2,f-sbu-I-3,f-sbu-T-0,f-sbu-T-1,f-sbu-T-2,f-sbu-T-3,f-sbu-S-0,f-sbu-S-1,f-sbu-S-2,f-sbu-S-3,mc-chi-0,mc-chi-1,mc-chi-2,mc-chi-3,mc-Z-0,mc-Z-1,mc-Z-2,mc-Z-3,mc-I-0,mc-I-1,mc-I-2,mc-I-3,mc-T-0,mc-T-1,mc-T-2,mc-T-3,mc-S-0,mc-S-1,mc-S-2,mc-S-3,D_mc-chi-0,D_mc-chi-1,D_mc-chi-2,D_mc-chi-3,D_mc-Z-0,D_mc-Z-1,D_mc-Z-2,D_mc-Z-3,D_mc-I-0,D_mc-I-1,D_mc-I-2,D_mc-I-3,D_mc-T-0,D_mc-T-1,D_mc-T-2,D_mc-T-3,D_mc-S-0,D_mc-S-1,D_mc-S-2,D_mc-S-3,f-link-chi-0,f-link-chi-1,f-link-chi-2,f-link-chi-3,f-link-Z-0,f-link-Z-1,f-link-Z-2,f-link-Z-3,f-link-I-0,f-link-I-1,f-link-I-2,f-link-I-3,f-link-T-0,f-link-T-1,f-link-T-2,f-link-T-3,f-link-S-0,f-link-S-1,f-link-S-2,f-link-S-3,lc-chi-0,lc-chi-1,lc-chi-2,lc-chi-3,lc-Z-0,lc-Z-1,lc-Z-2,lc-Z-3,lc-I-0,lc-I-1,lc-I-2,lc-I-3,lc-T-0,lc-T-1,lc-T-2,lc-T-3,lc-S-0,lc-S-1,lc-S-2,lc-S-3,lc-alpha-0,lc-alpha-1,lc-alpha-2,lc-alpha-3,D_lc-chi-0,D_lc-chi-1,D_lc-chi-2,D_lc-chi-3,D_lc-Z-0,D_lc-Z-1,D_lc-Z-2,D_lc-Z-3,D_lc-I-0,D_lc-I-1,D_lc-I-2,D_lc-I-3,D_lc-T-0,D_lc-T-1,D_lc-T-2,D_lc-T-3,D_lc-S-0,D_lc-S-1,D_lc-S-2,D_lc-S-3,D_lc-alpha-0,D_lc-alpha-1,D_lc-alpha-2,D_lc-alpha-3,func-chi-0,func-chi-1,func-chi-2,func-chi-3,func-Z-0,func-Z-1,func-Z-2,func-Z-3,func-I-0,func-I-1,func-I-2,func-I-3,func-T-0,func-T-1,func-T-2,func-T-3,func-S-0,func-S-1,func-S-2,func-S-3,func-alpha-0,func-alpha-1,func-alpha-2,func-alpha-3,D_func-chi-0,D_func-chi-1,D_func-chi-2,D_func-chi-3,D_func-Z-0,D_func-Z-1,D_func-Z-2,D_func-Z-3,D_func-I-0,D_func-I-1,D_func-I-2,D_func-I-3,D_func-T-0,D_func-T-1,D_func-T-2,D_func-T-3,D_func-S-0,D_func-S-1,D_func-S-2,D_func-S-3,D_func-alpha-0,D_func-alpha-1,D_func-alpha-2,D_func-alpha-3,target
KUKPOX_clean,-625.2077983,-635.2603653,96,0.659286024,2.303270561,0.013284969,0.071947,9.856,0,0,0.337886294,13.30260954,0,0.168943147,6.651304769,12.8145,9.57333695,0,0,4.353099236,11.28522561,0,2.131323815,5.68998472,13.1037873,1680.115753,1415.697372,5.09243,4.13394,5.09243,1.44975,0.5458,0.376479,4.21876,3.04518,3.96158,1.72053,0.4542,0.263989,362.7884,766.3488,1763.168,2379.3352,9476,19232,45320,57216,44,108,212,328,328,988,1836,2404,37.1652,94.5488,188.698,285.7492,3.61,26.752,29.906,87.077,841,1087.5,3915,3458.25,1,4.25,7,14.75,18.25,50.25,110.25,148.5,1.9044,4.48845,10.7778,15.19725,0,-6.005,-2.44,-17.805,0,85.75,68,308.5,0,0,0,0,0,6.5,3.75,27.5,0,2.6125,1.85,9.3425,138.9545,289.4462,444.0566,479.181,605,1286,1796,1596,20,42,64,74,106,260,364,354,8.9108,20.8678,30.0064,30.5338,10.5376,12.8828,22.1436,15.992,56.5,69.5,105,72.5,1,1.5,2.5,2,2.5,6.5,9,7,0.5477,0.85105,1.25625,0.9896,41.425,99.135,129.856307,118.376307,0,0.69,1.11,1.555,0,1.5,4.5,5.5,0,0,0,0,0,-1.5,-1.5,-2,0,-0.03,0.16,0.14,0,-4.95,-3.503555,-6.503555,9.2416,23.256,47.3632,28.88,49,126,196,98,1,3,6,4,9,27,36,24,0.5625,1.7325,2.835,1.71,54.76,250.86,343.465228,233.945228,0,1.47,2.66,2.66,0,3,14,14,0,0,0,0,0,0,6,4,0,-0.06,0.72,0.72,0,-11.7,-2.01422,-2.01422,0
KUMGIK_clean,-1774.228899,-1804.139965,260,0.256922776,0.613190194,0.015645235,0.033066,13.657,0,0,0,13.657,0,-6.828500001,-6.828500001,26.6525,13.66343587,0,0,-5.71E-06,13.66343629,0,-6.831715372,-6.831715495,26.32269372,4971.055029,4914.17015,4.44222,3.79158,4.44076,1.34004,0.562,0.41939,4.43861,3.8304,4.28667,1.35555,0.5494,0.405296,197.694,397.7544,622.456,864.5608,6976,16940,27944,23948,29,64,100,136,180,512,756,872,25.2984,64.3128,102.2936,123.992,3.82112,21.17064,24.3428,52.99248,1025.6,1593.2,3723.6,2820,1,4,5.6,10.4,16,44.8,76.8,105.6,1.9044,5.04528,8.63328,11.29392,0,-3.052,-1.756,-7.076,0,77.2,54.8,230,0,0,0,0,0,4.8,3.2,15.2,0,1.864,1.472,6.168,93.97185,198.1562,283.6092,321.4057,409.5,884,1134,1138,14,29,42,49,71,171,232,233,6.3702,14.5307,19.6986,20.7621,8.556825,11.628,14.44,10.564,45.75,63,49,28,1,1.5,2,1.5,2.5,6.5,8,5,0.5701,0.86625,0.855,0.56625,72.9925,125.43,116.972614,75.162614,0,0.49,1.33,1.085,0,1,7,6.5,0,0,0,0,0,-1,0,0.5,0,-0.02,0.36,0.37,0,-3.9,-1.00711,0.94289,4.6208,8.4968,12.3728,16.2488,24.5,45.5,66.5,87.5,0.5,1,1.5,2,2,5,8,11,0.28125,0.57,0.85875,1.1475,27.38,69.19,111,152.81,0,0.245,0.49,0.735,0,0.5,1,1.5,0,0,0,0,0,-0.5,-1,-1.5,0,-0.01,-0.02,-0.03,0,-1.95,-3.9,-5.85,1
KUMGOQ_clean,-674.8731094,-686.1266926,100,1.657791587,3.718142871,0.03894126,0.176922,9.2823,0,0,0,14.575,0,-2.712660984,0,19.18012282,7.308485199,0,0,-0.000211842,17.04443415,0,-12.59351123,0.001683447,12.60276286,2594.869658,1569.913499,5.85916,3.884,5.58009,1.72243,0.5896,0.342307,2.16027,1.14394,2.11837,2.84696,0.3206,0.112611,128.2482,254.5944,376.8274,444.7312,9484,17458,23882,15962,19,42,60,70,114,310,406,396,18.3763,46.1952,63.761,67.1066,4.0999,20.1963,18.069,33.27505,1999.75,2119.25,4335.5,2582.5,1,3.75,4,6.5,14.25,35.25,49.5,60.5,1.9612,4.90815,6.5067,8.0177,0,-2.42,-1.22,-3.7275,0,105.5,34,168.5,0,0,0,0,0,5,2.25,8.75,0,1.7575,0.925,3.315,47.0352,88.56488,113.44368,128.56228,214.8,404,453.6,455.2,6.8,12.8,16.8,19.6,29.6,69.6,92.8,93.2,3.24132,6.50528,7.87944,8.30484,8.14596,9.3024,5.776,4.2256,43.8,50.4,19.6,11.2,1,1.2,0.8,0.6,1.6,3.2,3.2,2,0.57466,0.693,0.342,0.2265,83.932,100.344,46.7890456,30.0650456,0,0.196,0.532,0.434,0,0.4,2.8,2.6,0,0,0,0,0,-0.4,0,0.2,0,-0.008,0.144,0.148,0,-1.56,-0.402844,0.377156,1.84832,3.39872,4.94912,6.49952,9.8,18.2,26.6,35,0.2,0.4,0.6,0.8,0.8,2,3.2,4.4,0.1125,0.228,0.3435,0.459,10.952,27.676,44.4,61.124,0,0.098,0.196,0.294,0,0.2,0.4,0.6,0,0,0,0,0,-0.2,-0.4,-0.6,0,-0.004,-0.008,-0.012,0,-0.78,-1.56,-2.34,1
KUNMUD_clean,-2597.183817,-2664.467688,388,0.19940115,0.417147636,0.017265518,0.038268,15.9333,0,0,0,15.9333,0,0,0,21.1312,16.22386166,0,0,-6.30E-07,16.22386052,0,-5.72E-07,3.60E-07,20.35034276,5364.578777,5356.488378,4.95062,4.13329,4.94762,1.10605,0.5178,0.468151,4.87175,4.27482,4.86805,1.10772,0.502,0.453181,141.8139,253.6576,467.0164,960.032,3056,5068,9030,5180,19,36,66,120,102,288,426,360,12.6194,27.12,51.1602,69,2.8561,30.8256,53.3702,91.7332,2304,2016,3552,4512,1,6,12,22,36,108,204,300,2.1904,6.66,13.616,20.276,0,-8.1,-11.3,-17.1,0,246,502,962,0,0,0,0,0,18,38,82,0,4.38,8.56,18.86,298.6296,679.3904,1056.2754,1294.8064,1176,2816,4002,4276,48,104,164,208,268,674,984,1100,20.0688,50.176,74.7996,85.8472,9.2416,16.00053333,27.50186667,24.91786667,49,86.33333333,109.6666667,95.66666667,1,2,3.666666667,3.333333333,4,11.33333333,16.66666667,14.66666667,0.5625,1.15,1.7125,1.52,54.76,157.62,229.9634853,202.090152,0,0.816666667,2.1,1.936666667,0,1.666666667,10,9.666666667,0,0,0,0,0,-1.666666667,-1,-0.666666667,0,-0.033333333,0.466666667,0.473333333,0,-6.5,-3.942813333,-2.642813333,9.2416,21.45226667,29.20426667,32.4976,49,95.66666667,137.6666667,175,1,2.666666667,3.666666667,4,7.333333333,17.33333333,24,30,0.5625,1.325,1.9025,2.295,54.76,160.615076,244.235076,305.62,0,1.05,1.54,1.47,0,5,6,3,0,0,0,0,0,1,1,-0.666666667,0,0.233333333,0.213333333,-0.06,0,-1.971406667,-5.871406667,-11.7,1
KUQWIE_clean,-618.9513062,-634.1771978,106,0.309430364,0.587331789,0.021707472,0.061815,9.8101,0,0,0,11.1377,0,-2.549158588,-5.568850002,10.95435641,9.2309393,0,0,-8.81E-07,10.84878941,0,-2.662740482,-5.424394909,11.18478993,1196.89435,1120.095381,4.09305,3.50738,4.08249,2.15741,0.403,0.186798,3.66759,2.78072,3.66759,2.30533,0.3398,0.147398,413.9994,918.5448,2566.9816,3245.5856,16776,29568,69224,76160,50,136,296,448,464,1472,2760,3904,40.0312,117.3368,236.6704,359.9792,2.8561,30.5552,27.63713333,88.7926,2304,2016,6240,5088,1,5.333333333,7.333333333,18,29.33333333,80,161.3333333,249.3333333,2.1904,5.781866667,11.1888,17.612,0,-9.066666667,-3.96,-22.12,0,214,222,758,0,0,0,0,0,14.66666667,10,48.66666667,0,3.986666667,3.293333333,14.74,171.9632,326.4156,646.98,831.2656,857,1836,2280,2116,25,50,96,132,146,380,540,578,10.0068,24.1854,38.0854,43.9584,11.4016,10.5668,33.46973333,32.14693333,61.5,97,163.8333333,110.3333333,1,1.333333333,3.666666667,3.833333333,2.333333333,9,13.66666667,11,0.537833333,0.863016667,1.78145,1.563616667,32.535,128.0233333,179.4209473,147.1686533,0,1.166666667,1.886666667,2.888333333,0,-2.333333333,6.666666667,14.83333333,0,0,0,0,0,-2.666666667,-1,-0.833333333,0,-0.188333333,0.288333333,0.703333333,0,-13.8,-6.340443333,-1.66422,4.7961,28.1853,16.2936,11.169,225,450,135,180,1,4,3,2,16,28,20,32,1.1236,3.1376,1.5794,1.6324,625,680,410.3555,565,0,-4.11,-0.87,-0.72,0,30,36,18,0,0,0,0,0,9,7,0,0,1.28,1.69,0.58,0,72.8,58.58578,27.4,0
KUTRIC_clean,-2456.139903,-2510.185293,352,1.764551183,4.819852277,0.018154511,0.078961,15.029,0,0,0,19.2206,0,-4.869356139,0,18.81890505,15.78128194,0,0,0.000805684,15.45711307,0,-3.67945551,0.005832095,17.61355611,5436.149304,4296.528629,5.38364,2.58095,5.37751,1.34985,0.52,0.385228,4.5538,2.49203,4.08845,1.70789,0.3818,0.223551,145.34945,276.8547,473.3833,667.119,2473.5,4338,5599,4884,18.5,39,61,86,100,262,389,342,12.7896,28.0443,43.1083,51.7222,2.925475,21.3438,23.848875,44.572275,857.25,823.5,891,1613.25,1,3.75,5.25,9,16.25,41.5,75.75,96.25,1.683975,3.569175,5.180175,8.37135,0,-5.7675,-4.035,-9.4725,0,79.5,117,200.25,0,0,0,0,0,7.25,9.5,20.5,0,2.07,2.685,5.055,202.5662,397.341,616.3096,732.2084,929,1836,2674,2780,28,58,88,108,146,354,480,496,13.0484,29.645,42.7128,47.4112,10.7968,11.4648,25.09488,27.86656,58,62.4,130.2,127.6,1,1.4,2.8,3.4,2.2,6.6,10.4,12,0.54474,0.79926,1.515,1.69302,38.758,102.83,167.6465228,195.1940912,0,0.926,1.21,2.052,0,2,3.4,7.8,0,0,0,0,0,-2,-2,-2.2,0,-0.04,0.032,0.244,0,-6.72,-7.281422,-7.585688,11.8336,8.772,19.9176,22.7728,64,48,108,124,1,1,2,2.5,1,3,4.5,7,0.5329,0.5621,1.1023,1.39795,28.09,59.89,93.545,139.39,0,0.89,1.09,1.98,0,2,2.5,4.5,0,0,0,0,0,-2,-2.5,-4.5,0,-0.04,-0.05,-0.09,0,-6,-7.05,-13.05,1
KUTRUO_clean,-2220.972097,-2260.689015,320,0.88759185,1.935215744,0.015243572,0.090602,15.36949981,0,0,-5.613863888,14.30755243,0,-0.937507508,-1.374942437,21.47561904,15.24588569,0,0,-6.186103426,13.93441092,0,-4.083489936,-6.280684105,18.25594861,4722.487003,3878.338195,6.84443,3.59864,6.7348,1.18846,0.5064,0.426099,3.92727,2.14767,3.63139,1.44713,0.3792,0.262035,137.7189333,272.8196,508.4589333,765.652,1812.666667,3864,5753.333333,4720,18,38.66666667,66.66666667,98.66666667,105.3333333,290.6666667,457.3333333,397.3333333,11.80253333,27.26973333,46.48986667,57.86693333,3.12845,28.4976,37.179,64.4358,814.5,1047,1332,2176.5,1,5,8,13,26,70,132,162,1.65185,4.7476,7.8386,11.8302,0,-7.06,-5.82,-12.22,0,104,174,285.5,0,0,0,0,0,13,20,40,0,2.69,4.02,7.31,177.2365,360.468,553.9844,655.3824,766,1584,2234,2256,26,54,82,100,136,330,442,440,11.5266,26.7806,38.1666,41.0904,10.2496,12.886,27.46422222,33.31457778,54.83333333,70,139.8055556,144.2777778,1,1.611111111,3.222222222,4.138888889,2.833333333,8.5,13.77777778,15.16666667,0.550988889,0.924427778,1.736666667,1.993230556,44.38833333,125.4927778,209.6927432,234.9959727,0,0.945,1.378888889,2.195555556,0,2,4.138888889,9.805555556,0,0,0,0,0,-2,-2,-1.25,0,-0.04,0.07,0.415,0,-7.1,-7.957728056,-5.255912222,11.8336,8.772,19.68826667,24.51573333,64,48,106.6666667,133.3333333,1,1,2,2.666666667,1,3,4.666666667,7.333333333,0.5329,0.5621,1.104733333,1.4892,28.09,59.89,95.4,145.9266667,0,0.89,1.156666667,2.046666667,0,2,2.666666667,4.666666667,0,0,0,0,0,-2,-2.666666667,-4.666666667,0,-0.04,-0.053333333,-0.093333333,0,-6,-7.4,-13.4,1
KUVJIW_clean,-387.6694964,-398.5843387,50,1.458432672,3.053854247,0.07163366,0.258088,9.7561,0,0,-2.830498567,9.888054253,0,-0.983699149,-1.30839215,10.92454156,11.02743801,0,0,-5.394882389,6.946124544,0,-1.170514009,1.693082462,8.99599728,1053.877918,689.0750202,5.68037,4.76623,5.68037,2.51192,0.5368,0.213701,2.74674,1.58647,2.74674,3.84176,0.3142,0.0817855,255.1546,460.1172,1344.6496,1471.9866,35996,52568,53264,85726,30,78,154,200,278,950,1258,1498,28.1382,83.9968,131.3326,177.1526,1.9044,23.8257,22.3284,47.1201,8464,8234,5750,15962,1,5.5,6,12,32.5,100,112.5,183.5,2.89,7.9305,8.9505,17.1615,0,-9.675,-7.9,-17.585,0,416.5,489.5,930.5,0,0,0,0,0,16.5,16.5,32.5,0,4.685,4.935,10.305,194.4682,324.5332,595.6036,621.877,1381,2800,3484,3664,23,46,74,86,120,286,390,462,12.7301,28.2134,41.005,46.6766,11.05165556,10.10343333,27.44615556,18.83238889,81.88888889,140.6666667,162.2222222,117.8888889,1,1.333333333,2.666666667,2.333333333,2.666666667,6,7,9.888888889,0.598533333,0.9894,1.509977778,1.344944444,94.41333333,177.1977778,159.7088889,215.8117148,0,0.574444444,0.711111111,1.598888889,0,-0.888888889,3.777777778,8.888888889,0,0,0,0,0,-1.333333333,-1.666666667,-2.888888889,0,-0.086666667,0.028888889,0.142222222,0,-6.377777778,-2.288888889,-3.734913333,9.487766667,17.76576667,17.46006667,18.8865,117.6666667,184.6666667,134.6666667,159,1,2.333333333,2,2.666666667,7,11.66666667,12,19.33333333,0.7298,1.510633333,1.274133333,1.6964,227.06,274.5558943,246.9866667,399.9125833,0,-0.363333333,0.353333333,0.823333333,0,13.66666667,7.333333333,16.33333333,0,0,0,0,0,2.666666667,0,0,0,0.52,0.166666667,0.466666667,0,20.53096333,5.133333333,12.53096333,1
KUVYAD_clean,-1566.482848,-1597.75533,222,2.248337224,3.634131599,0.013829401,0.039058,14.0306,0,0,-7.0153,12.15085603,0,0,0,28.178,13.79825077,0,0,-6.899210137,11.94912432,0,-2.78E-05,0.001058945,34.73104155,4803.892534,5726.35042,7.7679,4.64087,7.01506,0.97417,0.6436,0.660665,8.70763,6.19986,8.54381,0.817241,0.6882,0.842101,69.698,116.6848,167.8602,140.352,2668,3456,2496,768,8,16,18,16,38,88,80,40,6.1007,13.14,13.2324,8.9936,2.8561,23.2544,12.9285,24.5557,2304,1536,864,1632,1,4,3,5,16,32,36,44,2.1904,4.3216,3.4188,5.5796,0,-7,-2.58,-6.08,0,160,126,206,0,0,0,0,0,8,3,9,0,3,2.13,3.63,251.1141,518.364,846.4056,1083.363,1149,2412,3768,4326,36,78,126,168,204,522,798,960,16.8804,40.3326,62.8878,77.652,11.8336,8.772,20.6056,17.544,64,48,112,96,1,1,2,2,1,3,4,6,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2,2,4,0,0,0,0,0,-2,-2,-4,0,-0.04,-0.04,-0.08,0,-6,-6,-12,11.8336,8.772,20.6056,17.544,64,48,112,96,1,1,2,2,1,3,4,6,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2,2,4,0,0,0,0,0,-2,-2,-4,0,-0.04,-0.04,-0.08,0,-6,-6,-12,1
LACNUB_clean,-3795.756754,-3875.464996,540,0.355434348,0.820569027,0.015267211,0.049778,18.4491,0,0,9.224550001,16.0392,0,9.224549998,3.674987544,36.23357641,18.28364239,0,0,9.141821369,16.01270637,0,9.141820903,3.396319866,36.96208873,10721.83429,10821.41278,10.93292,5.15732,10.66512,0.864094,0.6332,0.732791,10.80315,5.38498,10.79694,0.856142,0.6258,0.730953,127.8988,244.928,456.1952,525.632,2338,4480,4832,6016,14,32,48,64,80,192,256,320,10.4436,25.112,34.0544,43.0992,3.61,26.144,19.38,45.524,841,928,696,1624,1,4,4,8,16,32,48,80,1.9044,4.0296,4.2504,8.28,0,-6.16,-2.6,-8.76,0,84,92,176,0,0,0,0,0,8,4,12,0,2.6,2.44,5.04,571.6438,1264.392,2137.8308,2853.789,2482,5688,9008,10752,88,196,332,458,528,1392,2228,2758,39.8392,99.6996,161.374,205.4106,11.8336,8.772,20.6056,17.544,64,48,112,96,1,1,2,2,1,3,4,6,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2,2,4,0,0,0,0,0,-2,-2,-4,0,-0.04,-0.04,-0.08,0,-6,-6,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LAFFEG_clean,-1685.762308,-1721.274871,246,0.185117818,0.666767863,0.012457959,0.036832,15.0411,0,0,-5.013699999,18.11938764,0,-5.013699999,-9.059693823,15.69185,15.07924499,0,0,-5.026414588,18.1946804,0,-5.026415298,-9.097340299,15.75705473,4276.586523,4323.137733,5.8402,3.8114,5.82814,1.02444,0.6036,0.589202,5.96008,3.6423,5.96008,1.01341,0.5906,0.582787,89.3661,145.8304,210.5432,318.9152,1368,2356,3122,1724,11,20,28,36,48,112,126,88,7.4035,14.5636,20.8804,20.3052,2.7225,21.384,26.862,49.863,900,900,1140,2100,1,4,6,10,16,40,64,96,1.7161,3.8776,5.9998,9.825,0,-6.36,-6.38,-13.72,0,90,142,230,0,0,0,0,0,6,8,16,0,2.28,3.28,5.6,165.10194,342.71376,516.95664,595.63344,718.2,1510.8,2148,2056.8,24,50.4,76.8,93.6,127.2,313.2,442.8,475.2,10.7112,25.11648,36.34512,39.59688,10.5376,12.8828,24.1652,15.46,56.5,69.5,129.5,55,1,1.5,2.5,2,2.5,6.5,9,5,0.5477,0.85105,1.39125,0.8396,41.425,99.135,126.13,93.242614,0,0.69,0.445,1.73,0,1.5,1,8,0,0,0,0,0,-1.5,-1.5,-1,0,-0.03,-0.02,0.34,0,-4.95,-3,-3.10711,10.5376,14.0684,19.04786667,14.93306667,56.5,66,102.6666667,80.66666667,1,1.666666667,2,1.666666667,3.333333333,6.666666667,7.333333333,7,0.5477,0.8448,1.115,0.9371,41.425,91.50587133,108.37,96.39666667,0,0.806666667,0.608333333,0.89,0,3.166666667,1.333333333,2,0,0,0,0,0,-0.333333333,-1,-2,0,0.103333333,-0.026666667,-0.04,0,-2.685703333,-4.3,-6,1
LAFFEG02_clean,-1685.749166,-1721.274971,246,0.18018481,0.669464981,0.012758175,0.037017,15.0945,0,0,-5.031500001,18.13324405,0,-5.031500001,-9.066622025,15.70385,15.10687793,0,0,-5.035626455,18.19253759,0,-5.035626385,-9.096268833,15.7551993,4298.336152,4330.039938,5.84786,3.81687,5.83773,1.01925,0.6054,0.593964,5.95152,3.65085,5.93861,1.01179,0.5908,0.583915,89.3661,145.8304,210.5432,318.9152,1368,2356,3122,1724,11,20,28,36,48,112,126,88,7.4035,14.5636,20.8804,20.3052,2.7225,21.384,26.862,49.863,900,900,1140,2100,1,4,6,10,16,40,64,96,1.7161,3.8776,5.9998,9.825,0,-6.36,-6.38,-13.72,0,90,142,230,0,0,0,0,0,6,8,16,0,2.28,3.28,5.6,165.10194,342.71376,516.95664,595.63344,718.2,1510.8,2148,2056.8,24,50.4,76.8,93.6,127.2,313.2,442.8,475.2,10.7112,25.11648,36.34512,39.59688,10.5376,12.8828,24.1652,15.46,56.5,69.5,129.5,55,1,1.5,2.5,2,2.5,6.5,9,5,0.5477,0.85105,1.39125,0.8396,41.425,99.135,126.13,93.242614,0,0.69,0.445,1.73,0,1.5,1,8,0,0,0,0,0,-1.5,-1.5,-1,0,-0.03,-0.02,0.34,0,-4.95,-3,-3.10711,10.5376,14.0684,19.04786667,14.93306667,56.5,66,102.6666667,80.66666667,1,1.666666667,2,1.666666667,3.333333333,6.666666667,7.333333333,7,0.5477,0.8448,1.115,0.9371,41.425,91.50587133,108.37,96.39666667,0,0.806666667,0.608333333,0.89,0,3.166666667,1.333333333,2,0,0,0,0,0,-0.333333333,-1,-2,0,0.103333333,-0.026666667,-0.04,0,-2.685703333,-4.3,-6,1
LALFUB_clean,-312.1664004,-319.0009972,42,1.389672051,3.393716804,0.032080595,0.14181,6.0915,0,0,2.288141506,9.694634054,0,2.087817631,4.456008428,12.42180854,5.731244242,0,0,3.314691343,6.267083435,0,5.082051949,3.483927282,13.60395673,733.5682058,488.6294463,4.98066,4.11701,4.97309,1.72073,0.5092,0.29592,2.39843,1.06641,2.39218,2.5833,0.26,0.100647,292.2446,605.317,1900.2096,2490.7568,9410,17968,22128,21428,36,94,220,316,322,990,1772,2012,23.1378,72.8286,144.1396,179.5252,1.44,32.064,29.76,29.904,3969,3906,3150,3150,1,8,10,9,64,152,208,152,2.8224,9.8784,11.592,10.0968,0,-17.12,-12.8,-14.12,0,442,580,517,0,0,0,0,0,45,54,53,0,7.56,9.9,9.11,96.45486667,165.495,247.0010667,249.5429333,490.6666667,840,1202.666667,1145.333333,11.33333333,22,30.66666667,30.66666667,52.66666667,118,137.3333333,120,5.831,11.89393333,15.91026667,15.05053333,11.1136,10.642,23.1996,27.75524444,59.83333333,58,117.8333333,141.4444444,1,1.277777778,2.555555556,2.833333333,1.833333333,5.5,8.444444444,7.055555556,0.541122222,0.726794444,1.349166667,1.484694444,35.49833333,89.70944444,142.4890594,126.7618372,0,0.915,1.284444444,0.648888889,0,2,3.944444444,2.555555556,0,0,0,0,0,-2,-2,-0.611111111,0,-0.04,0.06,0.087777778,0,-6.5,-6.779752778,-2.263086111,3.944533333,2.924,6.868533333,6.409866667,21.33333333,16,37.33333333,34.66666667,0.333333333,0.333333333,0.666666667,0.666666667,0.333333333,1,1.333333333,1.666666667,0.177633333,0.187366667,0.365,0.369866667,9.363333333,19.96333333,29.32666667,33.03666667,0,0.296666667,0.296666667,0.43,0,0.666666667,0.666666667,1,0,0,0,0,0,-0.666666667,-0.666666667,-1,0,-0.013333333,-0.013333333,-0.02,0,-2,-2,-2.7,1
LASDEQ_clean,-6123.310837,-6213.313834,888,0.278783539,0.579220506,0.01144234,0.06414,23.567,0,0,0,23.567,0,0,0,46.997,24.21152594,0,0,7.01E-08,24.21152574,0,6.42E-10,-1.49E-07,48.36666685,26102.29777,28352.44258,13.8531,8.72821,13.83637,0.762381,0.7444,0.976415,15.21013,9.50689,15.21013,0.701875,0.7562,1.0774,127.8988,244.928,456.1952,525.632,2338,4480,4832,6016,14,32,48,64,80,192,256,320,10.4436,25.112,34.0544,43.0992,3.61,26.144,19.38,45.524,841,928,696,1624,1,4,4,8,16,32,48,80,1.9044,4.0296,4.2504,8.28,0,-6.16,-2.6,-8.76,0,84,92,176,0,0,0,0,0,8,4,12,0,2.6,2.44,5.04,267.5985,508.368,819.838,949.882,1260,2400,3586,3760,35,72,112,136,184,444,610,676,16.5035,37.0216,54.1792,61.9128,11.8336,8.772,20.6056,17.544,64,48,112,96,1,1,2,2,1,3,4,6,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2,2,4,0,0,0,0,0,-2,-2,-4,0,-0.04,-0.04,-0.08,0,-6,-6,-12,11.8336,17.544,44.5136,41.452,64,96,176,160,1,2,5,5,4,14,20,22,0.5329,1.1242,2.1973,2.2265,28.09,119.78,195.645366,227.445366,0,1.78,4.26,5.15,0,4,18,20,0,0,0,0,0,-3,0,-1,0,-0.08,0.64,0.6,0,-12,-10.41422,-16.41422,1
